date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:14:25	80896/80896	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:36:59%20GMT	https://htmldesigntemplates.com/html/epathsala/images/team/team-2.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/team/team-2.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:26	91526/91526	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:37:00%20GMT	https://htmldesigntemplates.com/html/epathsala/images/team/team-3.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/team/team-3.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:27	136576/136576	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:37:01%20GMT	https://htmldesigntemplates.com/html/epathsala/images/team/team-4.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/team/team-4.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:27	51852/51852	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:37:05%20GMT	https://htmldesigntemplates.com/html/epathsala/images/team/user-1.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/team/user-1.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:28	94056/94056	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:36:59%20GMT	https://htmldesigntemplates.com/html/epathsala/images/team/team-1.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/team/team-1.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:28	41265/41265	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:37:05%20GMT	https://htmldesigntemplates.com/html/epathsala/images/team/user-2.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/team/user-2.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:30	109081/109081	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:36:31%20GMT	https://htmldesigntemplates.com/html/epathsala/images/courses/event-2.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/courses/event-2.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:30	102555/102555	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:36:30%20GMT	https://htmldesigntemplates.com/html/epathsala/images/courses/event-1.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/courses/event-1.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:30	75581/75581	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:36:31%20GMT	https://htmldesigntemplates.com/html/epathsala/images/courses/event-3.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/courses/event-3.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:31	74013/74013	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:36:21%20GMT	https://htmldesigntemplates.com/html/epathsala/images/blog/blog-1.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/blog/blog-1.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:32	51383/51383	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:37:07%20GMT	https://htmldesigntemplates.com/html/epathsala/images/team/user-4.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/team/user-4.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:33	125227/125227	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:36:22%20GMT	https://htmldesigntemplates.com/html/epathsala/images/blog/blog-2.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/blog/blog-2.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:33	42518/42518	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:37:07%20GMT	https://htmldesigntemplates.com/html/epathsala/images/team/user-5.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/team/user-5.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:33	270032/270032	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Oct%202021%2006:36:56%20GMT	https://htmldesigntemplates.com/html/epathsala/images/shape/Education-13-Converted-01-1024x667.png	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/shape/Education-13-Converted-01-1024x667.png	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:34	54028/54028	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:37:08%20GMT	https://htmldesigntemplates.com/html/epathsala/images/team/user-6.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/team/user-6.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:34	14874/14874	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Oct%202021%2006:36:34%20GMT	https://htmldesigntemplates.com/html/epathsala/images/f-4.png	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/f-4.png	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:35	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2010%20Sep%202025%2005:44:33%20GMT	https://htmldesigntemplates.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:36	89475/89475	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2028%20Oct%202021%2006:37:14%20GMT	https://htmldesigntemplates.com/html/epathsala/js/jquery-3.5.1.min.js	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/js/jquery-3.5.1.min.js	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:37	102555/102555	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Oct%202021%2006:36:23%20GMT	https://htmldesigntemplates.com/html/epathsala/images/blog/blog-3.jpg	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/images/blog/blog-3.jpg	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:38	84378/84378	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2028%20Oct%202021%2006:37:12%20GMT	https://htmldesigntemplates.com/html/epathsala/js/bootstrap.min.js	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/js/bootstrap.min.js	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:38	4888/4888	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2012%20Jan%202022%2007:08:42%20GMT	https://htmldesigntemplates.com/html/epathsala/js/main.js	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/js/main.js	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:40	593/593	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2028%20Oct%202021%2006:37:13%20GMT	https://htmldesigntemplates.com/html/epathsala/js/custom-swiper.js	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/js/custom-swiper.js	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:40	374697/374697	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2012%20Jan%202022%2007:08:42%20GMT	https://htmldesigntemplates.com/html/epathsala/js/plugin.js	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/js/plugin.js	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:41	2086/2086	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2028%20Oct%202021%2006:37:13%20GMT	https://htmldesigntemplates.com/html/epathsala/js/custom-nav.js	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/html/epathsala/js/custom-nav.js	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:42	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2010%20Sep%202025%2005:44:40%20GMT	https://htmldesigntemplates.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:42	9902/9902	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2010%20Sep%202025%2005:44:41%20GMT	https://htmldesigntemplates.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/f78657f80e4b/main.js?	D:/Abdul%20kalam%20TNPSC/htmldesigntemplates.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/f78657f80e4b/maind41d.js	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
11:14:43	19948/19948	---MCZ	200	added ('OK')	text/javascript	etag:W/%222024.6.1%22	https://static.cloudflareinsights.com/beacon.min.js/vcd15cbe7772f49c399c6a5babf22c1241717689176015	D:/Abdul%20kalam%20TNPSC/static.cloudflareinsights.com/beacon.min.js/vcd15cbe7772f49c399c6a5babf22c1241717689176015	(from https://htmldesigntemplates.com/html/epathsala/index-2.html)
